Competition Launch Date,Title of Competition,Competition URL
07/30/2018 18:45:42,Airbus Ship Detection Challenge,https://www.kaggle.com/c/9988
08/27/2018 16:00:49,RSNA Pneumonia Detection Challenge,https://www.kaggle.com/c/10338
09/05/2018 18:28:13,Inclusive Images Challenge,https://www.kaggle.com/c/10386
09/13/2018 18:53:34,Google Analytics Customer Revenue Prediction,https://www.kaggle.com/c/10038
09/26/2018 16:26:45,"Quick, Draw! Doodle Recognition Challenge",https://www.kaggle.com/c/10200
09/28/2018 21:36:08,PLAsTiCC Astronomical Classification,https://www.kaggle.com/c/10384
10/03/2018 21:06:32,Human Protein Atlas Image Classification,https://www.kaggle.com/c/10418
09/25/2018 17:01:54,Two Sigma: Using News to Predict Stock Movements,https://www.kaggle.com/c/9933
11/06/2018 17:59:32,Quora Insincere Questions Classification,https://www.kaggle.com/c/10737
11/20/2018 17:58:08,Traveling Santa 2018 - Prime Paths,https://www.kaggle.com/c/10733
11/27/2018 02:19:01,Elo Merchant Category Recommendation,https://www.kaggle.com/c/10445
11/30/2018 20:37:03,Humpback Whale Identification,https://www.kaggle.com/c/6818
12/13/2018 17:42:09,Microsoft Malware Prediction,https://www.kaggle.com/c/10683
12/20/2018 23:08:48,VSB Power Line Fault Detection,https://www.kaggle.com/c/10684
12/27/2018 18:52:10,PetFinder.my Adoption Prediction,https://www.kaggle.com/c/10686
01/10/2019 22:39:46,LANL Earthquake Prediction,https://www.kaggle.com/c/11000
02/05/2019 23:04:45,Gendered Pronoun Resolution,https://www.kaggle.com/c/12797
02/13/2019 23:00:00,Santander Customer Transaction Prediction,https://www.kaggle.com/c/10385
02/14/2019 19:57:04,Google Cloud & NCAA® ML Competition 2019-Women's,https://www.kaggle.com/c/12000
02/14/2019 19:59:48,Google Cloud & NCAA® ML Competition 2019-Men's,https://www.kaggle.com/c/11999
03/28/2019 15:05:58,iMet Collection 2019 - FGVC6,https://www.kaggle.com/c/13251
03/29/2019 17:23:55,Jigsaw Unintended Bias in Toxicity Classification,https://www.kaggle.com/c/12500
04/04/2019 15:35:34,Freesound Audio Tagging 2019,https://www.kaggle.com/c/10700
04/08/2019 15:06:41,Google Landmark Retrieval 2019,https://www.kaggle.com/c/11838
04/08/2019 15:06:51,Google Landmark Recognition 2019,https://www.kaggle.com/c/11836
04/25/2019 01:20:30,iMaterialist (Fashion) 2019 at FGVC6,https://www.kaggle.com/c/13032
05/17/2019 21:04:31,Instant Gratification,https://www.kaggle.com/c/14239
05/29/2019 20:12:00,Predicting Molecular Properties,https://www.kaggle.com/c/14313
06/03/2019 18:56:19,Open Images 2019 - Object Detection,https://www.kaggle.com/c/14315
06/03/2019 18:56:15,Open Images 2019 - Visual Relationship,https://www.kaggle.com/c/14316
06/24/2019 22:16:24,SIIM-ACR Pneumothorax Segmentation,https://www.kaggle.com/c/14652
06/27/2019 15:53:07,The 3rd YouTube-8M Video Understanding Challenge,https://www.kaggle.com/c/12716
06/27/2019 19:46:50,Recursion Cellular Image Classification,https://www.kaggle.com/c/14420
06/28/2019 01:15:11,APTOS 2019 Blindness Detection,https://www.kaggle.com/c/14774
06/28/2019 17:42:00,Generative Dog Images,https://www.kaggle.com/c/15062
07/11/2019 23:03:24,Open Images 2019 - Instance Segmentation,https://www.kaggle.com/c/15043
07/15/2019 20:47:11,IEEE-CIS Fraud Detection,https://www.kaggle.com/c/14242
07/25/2019 21:10:14,Severstal: Steel Defect Detection,https://www.kaggle.com/c/14241
08/16/2019 15:06:23,Understanding Clouds from Satellite Images,https://www.kaggle.com/c/13333
09/12/2019 16:00:27,Lyft 3D Object Detection for Autonomous Vehicles,https://www.kaggle.com/c/15768
09/18/2019 02:15:25,RSNA Intracranial Hemorrhage Detection,https://www.kaggle.com/c/13451
10/09/2019 21:30:25,NFL Big Data Bowl,https://www.kaggle.com/c/15696
10/15/2019 18:26:22,ASHRAE - Great Energy Predictor III,https://www.kaggle.com/c/9994
10/22/2019 19:57:07,Peking University/Baidu - Autonomous Driving,https://www.kaggle.com/c/9993
10/24/2019 12:59:18,2019 Data Science Bowl,https://www.kaggle.com/c/16531
10/28/2019 19:23:01,TensorFlow 2.0 Question Answering,https://www.kaggle.com/c/12863
11/22/2019 17:56:22,Google QUEST Q&A Labeling,https://www.kaggle.com/c/7968
11/27/2019 00:28:53,Santa's Workshop Tour 2019,https://www.kaggle.com/c/17233
12/11/2019 17:00:06,Deepfake Detection Challenge,https://www.kaggle.com/c/16880
12/19/2019 23:47:42,Bengali.AI Handwritten Grapheme Classification,https://www.kaggle.com/c/14897
02/13/2020 14:51:37,Abstraction and Reasoning Challenge,https://www.kaggle.com/c/18329
02/24/2020 22:03:34,University of Liverpool - Ion Switching,https://www.kaggle.com/c/18045
03/03/2020 00:19:01,M5 Forecasting - Accuracy,https://www.kaggle.com/c/18599
03/03/2020 00:16:27,M5 Forecasting - Uncertainty,https://www.kaggle.com/c/18600
03/09/2020 19:23:01,Herbarium 2020 - FGVC7,https://www.kaggle.com/c/18627
03/09/2020 21:00:11,Plant Pathology 2020 - FGVC7,https://www.kaggle.com/c/18648
03/09/2020 20:30:25,iWildCam 2020 - FGVC7,https://www.kaggle.com/c/18294
03/19/2020 04:24:29,COVID19 Local US-CA Forecasting (Week 1),https://www.kaggle.com/c/19548
03/23/2020 20:42:15,Jigsaw Multilingual Toxic Comment Classification,https://www.kaggle.com/c/19018
03/23/2020 22:12:35,Tweet Sentiment Extraction,https://www.kaggle.com/c/16295
03/23/2020 16:53:22,iMaterialist (Fashion) 2020 at FGVC7,https://www.kaggle.com/c/18237
04/09/2020 01:02:35,COVID19 Global Forecasting (Week 4),https://www.kaggle.com/c/20010
05/04/2020 21:35:40,COVID19 Global Forecasting (Week 5),https://www.kaggle.com/c/20475
04/21/2020 16:38:33,Prostate cANcer graDe Assessment (PANDA) Challenge,https://www.kaggle.com/c/18647
04/23/2020 18:56:51,TReNDS Neuroimaging,https://www.kaggle.com/c/16245
04/27/2020 19:02:22,ALASKA2 Image Steganalysis,https://www.kaggle.com/c/19991
05/04/2020 18:21:07,Global Wheat Detection,https://www.kaggle.com/c/19989
05/27/2020 22:00:49,SIIM-ISIC Melanoma Classification,https://www.kaggle.com/c/20270
06/15/2020 17:04:13,Cornell Birdcall Identification,https://www.kaggle.com/c/19596
06/15/2020 00:01:00,Halite by Two Sigma,https://www.kaggle.com/c/18011
06/30/2020 22:11:08,Google Landmark Retrieval 2020,https://www.kaggle.com/c/19233
07/07/2020 17:00:16,OSIC Pulmonary Fibrosis Progression,https://www.kaggle.com/c/20604
07/29/2020 21:35:48,Google Landmark Recognition 2020,https://www.kaggle.com/c/19231
08/24/2020 20:13:59,Lyft Motion Prediction for Autonomous Vehicles,https://www.kaggle.com/c/19990
09/03/2020 15:00:10,Mechanisms of Action (MoA) Prediction,https://www.kaggle.com/c/19988
09/10/2020 00:41:24,RSNA STR Pulmonary Embolism Detection,https://www.kaggle.com/c/22307
09/11/2020 01:31:20,OpenVaccine: COVID-19 mRNA Vaccine Degradation Prediction,https://www.kaggle.com/c/22111
09/28/2020 17:35:54,Google Research Football with Manchester City F.C.,https://www.kaggle.com/c/21723
10/05/2020 17:24:56,Riiid Answer Correctness Prediction,https://www.kaggle.com/c/21651
11/16/2020 22:05:02,NFL 1st and Future - Impact Detection,https://www.kaggle.com/c/22804
11/16/2020 22:11:08,HuBMAP - Hacking the Kidney,https://www.kaggle.com/c/22990
11/17/2020 18:11:59,Rainforest Connection Species Audio Detection,https://www.kaggle.com/c/21669
11/19/2020 21:12:46,Cassava Leaf Disease Classification,https://www.kaggle.com/c/13836
11/23/2020 17:15:09,Jane Street Market Prediction,https://www.kaggle.com/c/23304
12/08/2020 23:47:08,Santa 2020 - The Candy Cane Contest,https://www.kaggle.com/c/24539
12/14/2020 20:23:30,RANZCR CLiP - Catheter and Line Position Challenge,https://www.kaggle.com/c/23870
12/30/2020 17:23:16,VinBigData Chest X-ray Abnormalities Detection,https://www.kaggle.com/c/24800
01/26/2021 23:56:29,Human Protein Atlas - Single Cell Classification,https://www.kaggle.com/c/23823
01/28/2021 18:25:03,Indoor Location & Navigation,https://www.kaggle.com/c/22559
03/02/2021 18:57:15,Bristol-Myers Squibb – Molecular Translation,https://www.kaggle.com/c/22422
03/09/2021 00:34:45,Shopee - Price Match Guarantee,https://www.kaggle.com/c/24286
03/10/2021 22:24:34,Hotel-ID to Combat Human Trafficking 2021 - FGVC8,https://www.kaggle.com/c/25980
03/10/2021 20:03:29,Herbarium 2021 - Half-Earth Challenge - FGVC8,https://www.kaggle.com/c/25558
03/10/2021 21:59:36,iWildcam 2021 - FGVC8,https://www.kaggle.com/c/24911
03/15/2021 18:08:38,Plant Pathology 2021 - FGVC8,https://www.kaggle.com/c/25563
03/23/2021 20:01:16,Coleridge Initiative - Show US the Data,https://www.kaggle.com/c/25925
04/01/2021 15:08:15,BirdCLEF 2021 - Birdcall Identification,https://www.kaggle.com/c/25954
05/03/2021 16:22:03,CommonLit Readability Prize,https://www.kaggle.com/c/25914
05/10/2021 20:36:04,SETI Breakthrough Listen - E.T. Signal Search,https://www.kaggle.com/c/23652
05/12/2021 16:58:34,Google Smartphone Decimeter Challenge,https://www.kaggle.com/c/26933
05/18/2021 00:03:39,SIIM-FISABIO-RSNA COVID-19 Detection,https://www.kaggle.com/c/26680
06/10/2021 15:00:46,MLB Player Digital Engagement Forecasting,https://www.kaggle.com/c/27783
06/28/2021 15:12:56,Optiver Realized Volatility Prediction,https://www.kaggle.com/c/27233
06/30/2021 15:15:51,G2Net Gravitational Wave Detection,https://www.kaggle.com/c/23249
07/13/2021 22:39:36,RSNA-MICCAI Brain Tumor Radiogenomic Classification,https://www.kaggle.com/c/29653
08/10/2021 15:27:09,NFL Health & Safety - Helmet Assignment,https://www.kaggle.com/c/30198
08/11/2021 12:57:11,Google Landmark Retrieval 2021,https://www.kaggle.com/c/29761
08/11/2021 12:56:59,Google Landmark Recognition 2021,https://www.kaggle.com/c/29762
08/11/2021 18:43:59,chaii - Hindi and Tamil Question Answering,https://www.kaggle.com/c/30060
08/16/2021 22:01:05,Lux AI,https://www.kaggle.com/c/30067
09/22/2021 20:50:45,Google Brain - Ventilator Pressure Prediction,https://www.kaggle.com/c/29594
09/23/2021 14:20:14,PetFinder.my - Pawpularity Contest,https://www.kaggle.com/c/25383
10/14/2021 19:57:51,Sartorius - Cell Instance Segmentation,https://www.kaggle.com/c/30201
11/02/2021 16:00:27,G-Research Crypto Forecasting,https://www.kaggle.com/c/30894
11/08/2021 17:09:53,Jigsaw Rate Severity of Toxic Comments,https://www.kaggle.com/c/27935
11/16/2021 16:52:45,Santa 2021 - The Merry Movie Montage,https://www.kaggle.com/c/31644
11/22/2021 18:53:57,TensorFlow - Help Protect the Great Barrier Reef,https://www.kaggle.com/c/31703
12/14/2021 18:48:08,Feedback Prize - Evaluating Student Writing,https://www.kaggle.com/c/31779
01/18/2022 23:15:30,Ubiquant Market Prediction,https://www.kaggle.com/c/32053
02/01/2022 16:28:32,Happywhale - Whale and Dolphin Identification,https://www.kaggle.com/c/22962
02/01/2022 19:48:52,NBME - Score Clinical Patient Notes,https://www.kaggle.com/c/33607
02/07/2022 17:49:35,H&M Personalized Fashion Recommendations,https://www.kaggle.com/c/31254
02/15/2022 19:01:01,BirdCLEF 2022,https://www.kaggle.com/c/33246
02/19/2022 01:15:37,March Machine Learning Mania 2022 - Women's,https://www.kaggle.com/c/34542
02/19/2022 01:15:53,March Machine Learning Mania 2022 - Men’s,https://www.kaggle.com/c/34538
03/09/2022 16:58:29,GeoLifeCLEF 2022 - LifeCLEF 2022 x FGVC9,https://www.kaggle.com/c/33317
03/16/2022 16:51:44,Hotel-ID to Combat Human Trafficking 2022 - FGVC9,https://www.kaggle.com/c/35150
03/15/2022 23:56:37,Sorghum -100 Cultivar Identification - FGVC 9,https://www.kaggle.com/c/34375
03/21/2022 20:57:19,U.S. Patent Phrase to Phrase Matching,https://www.kaggle.com/c/33657
03/21/2022 19:22:49,iWildCam 2022 - FGVC9,https://www.kaggle.com/c/33843
04/04/2022 16:59:28,Image Matching Challenge 2022,https://www.kaggle.com/c/34970
04/04/2022 23:01:05,JPX Tokyo Stock Exchange Prediction,https://www.kaggle.com/c/34349
04/12/2022 18:16:23,Kore 2022,https://www.kaggle.com/c/34419
04/14/2022 21:03:27,Foursquare - Location Matching,https://www.kaggle.com/c/35476
04/14/2022 22:03:16,UW-Madison GI Tract Image Segmentation,https://www.kaggle.com/c/27923
02/14/2022 22:05:27,Herbarium 2022 - FGVC9,https://www.kaggle.com/c/33679
05/02/2022 16:05:31,Google Smartphone Decimeter Challenge 2022,https://www.kaggle.com/c/35779
05/11/2022 18:46:43,Google AI4Code – Understand Code in Python Notebooks,https://www.kaggle.com/c/35887
05/24/2022 17:39:01,Feedback Prize - Predicting Effective Arguments,https://www.kaggle.com/c/35308
05/25/2022 14:15:56,American Express - Default Prediction,https://www.kaggle.com/c/35332
06/22/2022 18:34:11,HuBMAP + HPA - Hacking the Human Body,https://www.kaggle.com/c/34547
07/06/2022 20:34:00,Mayo Clinic - STRIP AI,https://www.kaggle.com/c/37333
07/11/2022 17:09:06,Google Universal Image Embedding,https://www.kaggle.com/c/36414
07/28/2022 17:49:51,RSNA 2022 Cervical Spine Fracture Detection,https://www.kaggle.com/c/36363
07/29/2022 21:49:47,DFL - Bundesliga Data Shootout,https://www.kaggle.com/c/37244
08/11/2022 21:33:45,AI Village Capture the Flag @ DEFCON,https://www.kaggle.com/c/37381
08/15/2022 20:49:22,Open Problems - Multimodal Single-Cell Integration,https://www.kaggle.com/c/38128
08/30/2022 17:23:07,Feedback Prize - English Language Learning,https://www.kaggle.com/c/38321
09/21/2022 21:55:10,Novozymes Enzyme Stability Prediction,https://www.kaggle.com/c/37190
10/04/2022 15:13:27,G2Net Detecting Continuous Gravitational Waves,https://www.kaggle.com/c/37077
11/01/2022 21:45:47,OTTO – Multi-Objective Recommender System,https://www.kaggle.com/c/38760
11/28/2022 22:58:52,RSNA Screening Mammography Breast Cancer Detection,https://www.kaggle.com/c/39272
11/30/2022 19:15:18,Santa 2022 - The Christmas Card Conundrum,https://www.kaggle.com/c/41879
12/05/2022 20:38:03,1st and Future - Player Contact Detection,https://www.kaggle.com/c/40277
12/15/2022 14:49:25,Learning Equality - Curriculum Recommendations,https://www.kaggle.com/c/39585
02/15/2023 23:13:49,March Machine Learning Mania 2023,https://www.kaggle.com/c/46801
